subjectid,lyapunovExponent,approxEntropy,sampleEntropy,MSE1,MSE2,MSE3,MSE4,MSE5,Ci
WxIscnh0,-0.2700589,0.396972779,0.301436924,0.082628734,0.152614541,0.197157914,0.196556673,0.223143551,0.852101412
X5kmXm2t,-0.024072337,0.271820372,0.214625541,0.05591263,0.103119345,0.139868501,0.172655834,0.188820361,0.660376672
XG46gE0Y,0.013510004,0.360015317,0.263229005,0.064029986,0.12845623,0.204249281,0.282649349,0.339390882,1.018775729
XVvERXzh,-0.046962075,0.288325001,0.193813749,0.054918451,0.105548721,0.140222736,0.18535228,0.195814237,0.681856425
XbdRrkxS,0.014616326,0.277087847,0.213397237,0.061002837,0.111952387,0.176000289,0.224409718,0.291351801,0.864717032
XkrRgefi,-0.104643072,0.279514663,0.249188768,0.094941395,0.178323397,0.246270281,0.16462198,0.18698357,0.871140623
XxnpBqCk,0.005755743,0.225948244,0.13752504,0.063918374,0.125046191,0.21767961,0.309297663,0.416394179,1.132336016
Y2Mijmxk,0.012999481,0.365593289,0.354179763,0.062853523,0.122199827,0.15079947,0.134461481,0.05425059,0.524564891
Ybch0Nl3,-0.02530265,0.329810935,0.271590277,0.055985714,0.109638542,0.159035887,0.236990101,0.298354532,0.860004777
Ycmah3Py,0.001315394,0.343397862,0.270102808,0.094927415,0.205131669,0.298683284,0.374693449,0.340325806,1.313761623
YsYVO0J6,-0.006028548,0.220834091,0.123070867,0.061388059,0.098125512,0.139720415,0.183049094,0.20804303,0.69032611
Ytlu6T69,-0.007436562,0.253400572,0.176765455,0.061998773,0.09336416,0.13112091,0.166847142,0.206463862,0.659794846
ZAn8qhAb,-0.013010518,0.181092479,0.116684213,0.072468017,0.155261537,0.242516718,0.389603204,0.479136113,1.338985588
ZK2JlJsq,-0.038490267,0.214703403,0.153614378,0.042682867,0.075332962,0.117238522,0.172402071,0.22245127,0.630107692
ZR3QAZmu,-0.00825233,0.195857743,0.152681544,0.067358706,0.12414293,0.178993767,0.168083774,0.08104121,0.619620386
ZbuDvcLk,-0.077007338,0.210493579,0.11385008,0.060287836,0.106709712,0.174237438,0.225493729,0.285688054,0.852416769
Zj2jtm25,0.000321178,0.183357171,0.104146003,0.06270439,0.132513389,0.207934133,0.312683375,0.357198367,1.073033654
ZyF5gFL7,-0.006983709,0.259364808,0.178454764,0.056461695,0.118945274,0.136451103,0.142468304,0.113581349,0.567907724
a2SHGIQT,-0.047619879,0.337531684,0.325310762,0.0865424,0.159147869,0.244770345,0.235164038,0.175093854,0.900718506
a59COYtO,-0.044907029,0.173418727,0.116037347,0.055617238,0.119316134,0.194195413,0.259464433,0.33377318,0.962366397
a6j4D1CL,-0.111703792,0.170779835,0.067050303,0.040849933,0.073407735,0.115925556,0.144674578,0.190890948,0.565748749
ahs2loij,-0.080632444,0.213253829,0.145574065,0.045242408,0.084183981,0.124680327,0.168573024,0.195863496,0.618543237
arPGgOEf,-0.008722084,0.257456504,0.180691408,0.053160597,0.092286578,0.142130676,0.183832131,0.215985325,0.687395307
b632WDpF,-0.129896506,0.250280596,0.187636236,0.055926654,0.089731745,0.134179971,0.166496516,0.202769332,0.649104217
bFIh8shd,0.021689019,0.331389086,0.249898289,0.09003641,0.156117679,0.247408173,0.326625046,0.42073258,1.240919888
bR8vqmI1,-0.017541752,0.175372503,0.105017383,0.055826823,0.103256758,0.155296117,0.21861231,0.253636231,0.786628239
bYuhoS4X,-0.026028511,0.224495926,0.219467077,0.087079252,0.126550931,0.194156014,0.171985547,0.16667694,0.746448684
bePyG1Du,-0.018050882,0.182088523,0.109415123,0.049465204,0.100607728,0.152583723,0.192734146,0.210136245,0.705527046
bqTsXpKl,-0.139665107,0.255224279,0.235502102,0.074618428,0.137084299,0.204882592,0.281292274,0.244557646,0.942435239
byzUmGWJ,-0.036512749,0.295660808,0.182176587,0.060302014,0.115840171,0.183526065,0.254396095,0.298492989,0.912557334
cIvtHO4P,-0.041811379,0.17033587,0.076540992,0.055110842,0.103659654,0.172759661,0.225418865,0.290506135,0.847455158
cr0mCZNx,-0.068779446,0.198496776,0.133170975,0.083917291,0.141530985,0.074780015,0.118390016,0.134590154,0.553208461
d4F5xQy9,-0.016492288,0.181473161,0.109532846,0.056185141,0.101553815,0.155030574,0.198378994,0.221207442,0.732355967
dG40RNan,-0.041751348,0.203235156,0.158271601,0.072616793,0.126744508,0.192573485,0.23137405,0.316517622,0.939826459
dHsx22mJ,-0.035547134,0.253820539,0.155803712,0.044768397,0.077501372,0.101410566,0.131126336,0.173049606,0.527856278
dRN9a0uf,-0.062973511,0.222604809,0.146648954,0.070190716,0.119680864,0.159244175,0.177570954,0.107193697,0.633880405
dmWVXiPM,-0.111527676,0.357010902,0.297288709,0.094100014,0.141323855,0.192939913,0.116799268,0.09823844,0.64340149
dpphCSNb,-0.111582834,0.231477959,0.212326638,0.082945342,0.119838535,0.141103999,0.139921191,0.124850203,0.608659269
e13bsM5a,-0.042871441,0.38232364,0.316902354,0.075270446,0.143145842,0.242213114,0.298492989,0.350740208,1.109862599
eOBg4mwH,-0.003763138,0.227918817,0.142542888,0.051136981,0.083478846,0.120320035,0.159957108,0.203732079,0.618625048
ebjrMM53,-0.026166638,0.243102654,0.212256476,0.07119256,0.124052649,0.195454486,0.229238477,0.237081059,0.857019231
egXfYcVu,-0.04279673,0.260991804,0.205886652,0.081951056,0.141078598,0.190863403,0.138150338,0.071204446,0.623247842
ekZNvuex,-0.542703201,0.177582557,0.079939597,0.046241637,0.083089514,0.109720926,0.129892301,0.146076544,0.515020922
erdKOQ7X,-0.158406537,0.267497573,0.208988884,0.046586934,0.103004278,0.136868901,0.168273267,0.18729257,0.642025949
f0Ts7NJh,-0.074990298,0.352275878,0.345158502,0.072435078,0.120120586,0.148061763,0.148845628,0.135545492,0.625008547
f8iKrVUp,-0.0222388,0.117675428,0.059533266,0.02422612,0.04454006,0.052486471,0.066424575,0.081423171,0.269100398
fLfdcR9Z,-0.049296286,0.24177446,0.132252986,0.050054805,0.093523657,0.127574159,0.154035744,0.15415068,0.579339044
fd7pMJua,-0.029737387,0.197868541,0.131565396,0.062657678,0.103465434,0.141556953,0.198450939,0.214736215,0.720867218
fihT2q9c,-0.052434408,0.267860168,0.216142356,0.070960832,0.118776135,0.161250162,0.157780448,0.14499031,0.653757888
fvpJO6dv,0.003531335,0.211225772,0.142540563,0.060300055,0.114327023,0.169957121,0.210706986,0.191641289,0.746932474
g2W4FUSb,-0.020691127,0.565678539,0.446057261,0.084372602,0.135684698,0.196773096,0.255026109,0.285944453,0.957800958
g5sxqMgO,-0.277722353,0.249020251,0.171298094,0.057640135,0.091683082,0.121773098,0.155011932,0.201552919,0.627661166
g84PP6lh,-0.030672236,0.222495385,0.15648493,0.076619691,0.137820278,0.205419843,0.264596052,0.299744945,0.98420081
g9WGBFnV,-0.062082402,0.25084719,0.21388052,0.040970462,0.092933114,0.123373055,0.165892098,0.200793207,0.623961936
gO7Cpt1X,-0.002325202,0.210846085,0.126699603,0.053248486,0.08979707,0.136711046,0.201866153,0.230939173,0.712561928
gQS9V6ab,-0.057749359,0.297042511,0.214422157,0.101545372,0.157409236,0.227193311,0.224285756,0.143100844,0.853534519
gXhE9VUw,-0.003375322,0.16697983,0.101290061,0.072749519,0.128192052,0.193941698,0.244047137,0.193458259,0.832388664
gZry6Nal,-0.071512153,0.227016004,0.188304653,0.085443947,0.168999611,0.218293097,0.182952671,0.09531018,0.750999505
gbNgqUpT,-0.086497027,0.294326501,0.255725236,0.091138072,0.156241637,0.182645758,0.101228278,0.061644163,0.592897909
gkyOGI21,-0.009493329,0.178359934,0.091458433,0.067936794,0.155223411,0.255381128,0.299285256,0.354276861,1.13210345
gudwNnwN,0.016482204,0.273860158,0.165298032,0.075900362,0.149221366,0.218310289,0.292258739,0.427937964,1.163628721
h08bvb14,-0.020303818,0.260177382,0.172748901,0.049018771,0.100090169,0.138933945,0.167820466,0.192016379,0.647879731
hKEWIYx3,-0.002476792,0.28593239,0.200402629,0.067081333,0.127273263,0.198914152,0.282460128,0.314415135,0.990144012
hhg6N9lU,-0.090627682,0.208977727,0.151621202,0.071470694,0.120228886,0.149966573,0.171094494,0.171640547,0.684401195
hsX5kAeZ,-0.073646413,0.263031612,0.239995989,0.080395063,0.14814188,0.20379291,0.21511138,0.231111721,0.878552953
hxJw9Wjr,-0.009888933,0.23233236,0.21167732,0.086942422,0.140941241,0.171674216,0.114326413,0.06177736,0.575661652
i0oCTuhJ,-0.004994074,0.276859182,0.229988248,0.048277366,0.106278336,0.136924598,0.176623536,0.181400322,0.649504157
i9oVbbz6,-0.018978284,0.204186378,0.117005117,0.040510992,0.075872542,0.096460266,0.132291364,0.164961596,0.51009676
iIzgYYRS,-0.013504384,0.125437837,0.079201293,0.012799868,0.024201107,0.036661486,0.050355021,0.063947619,0.187965101
iJsDlll8,-0.514900219,0.52642918,0.418319965,0.130563396,0.193068861,0.268392414,0.339073018,0.408634683,1.339732372
iVGPuONf,-0.100380808,0.359261612,0.362760717,0.117886775,0.090928212,0.074680765,0.087459305,0.11506933,0.486024387
iqQ28Zc4,-0.017097863,0.079903578,0.042155998,0.010933891,0.020966682,0.031807721,0.043987907,0.056862459,0.16455866
j3iTbhie,-0.012834469,0.252287118,0.219751453,0.058621992,0.110095821,0.173209247,0.237473377,0.282446458,0.861846897
jD5WJNcX,-0.069777425,0.182516104,0.073938065,0.037881372,0.07905349,0.091133212,0.115976817,0.14472159,0.46876648
jDDqCwxU,-0.017047109,0.25322088,0.235125183,0.081384089,0.14896468,0.208809092,0.223143551,0.197359434,0.859660847
jS1r3uGd,-0.090557294,0.400697793,0.347640088,0.086900344,0.149704252,0.236102696,0.279470883,0.298492989,1.050671163
jasA5s93,0.027439797,0.220129482,0.127852813,0.055900306,0.089581731,0.132742438,0.160930367,0.230161124,0.669315966
k3YTjMU4,-0.052495854,0.218063787,0.172174327,0.063775433,0.112020213,0.161926259,0.197679212,0.199461067,0.734862183
kEC7G8DP,-0.013013837,0.191629057,0.094047768,0.068581389,0.11249235,0.168037901,0.222556869,0.258914002,0.83058251
kFPZtJof,-0.021018371,0.278884394,0.237774505,0.067560301,0.137594787,0.224073351,0.251671635,0.274198722,0.955098796
kGhQ1FQc,-0.010671907,0.190736951,0.067910123,0.028841127,0.067260061,0.091263102,0.115035424,0.153453573,0.455853287
kGiGTaIW,-0.031873985,0.360812361,0.256830341,0.140840956,0.234951571,0.343333327,0.27837968,0.081345639,1.078851173
kHl7BBo3,0.020334333,0.121558078,0.052685722,0.026423669,0.057590188,0.071852444,0.088277709,0.113153518,0.357297527
kbOfCieZ,-0.108985702,0.187496595,0.104852207,0.063329186,0.120679836,0.196201575,0.255814334,0.28076163,0.91678656
l230IPIW,-0.031305992,0.246320134,0.16941275,0.05314466,0.097603508,0.13332704,0.171850257,0.196466064,0.652391529
l58jyPMn,-0.040390229,0.251031836,0.191644006,0.056359245,0.109380859,0.140736035,0.186940503,0.130452888,0.62386953
lxLc4Sek,0.011611659,0.327639958,0.264791177,0.073632504,0.117494394,0.16605086,0.228258652,0.27407642,0.85951283
m43FWyiY,-0.049975111,0.185340009,0.109520391,0.069923305,0.149531734,0.236182561,0.271568285,0.37049651,1.097702395
mMfeNBCP,-0.044114192,0.186731658,0.096592459,0.044756001,0.082069273,0.132995688,0.195169699,0.24713382,0.702124482
maugZAlg,0.065724142,0.23862316,0.177954989,0.045828752,0.079842177,0.102149139,0.137447482,0.187427617,0.552695167
mgKwPHtm,-0.018039551,0.316389887,0.219601374,0.035900572,0.078263445,0.124223944,0.123997642,0.13638517,0.498770773
mxKQbPdW,-0.191688335,0.194105598,0.131707755,0.054382712,0.098481894,0.141182239,0.191804581,0.197292999,0.683144425
nGyTDr5q,0.000319436,0.322930906,0.269552118,0.047322041,0.109874375,0.125038773,0.143162286,0.140681,0.566078475
nJNrFOAf,-0.053753314,0.205162334,0.120447161,0.050931133,0.093129574,0.145345138,0.169958109,0.216429613,0.675793566
nM7tQcBS,-0.05462894,0.233885901,0.266093932,0.094360477,0.104376131,0.074823792,0.040273899,0.052643733,0.366478033
nkcnBgOa,-0.553824883,0.212718575,0.102172837,0.065760966,0.138931616,0.212386311,0.334749583,0.251314428,1.003142904
nqtTzjoP,0.000505838,0.303912079,0.185346887,0.039680852,0.088905395,0.120631904,0.137107131,0.16285547,0.549180753
nvvWjNuQ,-0.003049169,0.146945726,0.093732775,0.016213027,0.027360398,0.040432783,0.054380142,0.068522526,0.206908875
nwg8qbmZ,-0.008260197,0.206985892,0.169753493,0.082500019,0.127978027,0.172953807,0.120504126,0.09237332,0.596309299
nyRH10Bw,-0.030829325,0.206917453,0.110234173,0.082823409,0.121804874,0.174452392,0.217176125,0.267203541,0.863460341
nyqYkUq8,-0.008653345,0.316178914,0.333762942,0.114165327,0.172739602,0.103378354,0.102654154,0.101096117,0.594033554
o9xCf7YI,-0.010549546,0.297921034,0.250761773,0.069063515,0.121376284,0.185131111,0.250051004,0.335207214,0.960829129
oE7OaXfV,-0.047377245,0.287906459,0.203535942,0.061569024,0.119597266,0.154918434,0.162259829,0.152839204,0.651183756
oSFbRH4g,-0.006630874,0.192484964,0.104133912,0.06420192,0.113168934,0.184405785,0.231311991,0.264773582,0.857862211
obDMup1i,-0.021138594,0.23141555,0.163010612,0.069554092,0.124318889,0.164193252,0.207934133,0.203912189,0.769912554
odbnl461,0.004600979,0.168072181,0.092086438,0.046595115,0.083369084,0.13297912,0.18904862,0.241748739,0.693740678
ogsPBgBT,-0.056989542,0.388760153,0.285533844,0.07286687,0.117685764,0.146344967,0.164820034,0.193632226,0.69534986
oluI9aqT,-0.09847537,0.271728173,0.287682072,0.11939672,0.106820827,0.066181907,0.125880246,0.209720531,0.628000231
osrCJbfp,-0.001146374,0.207043438,0.11363435,0.052548021,0.087018531,0.138295772,0.204652187,0.258022309,0.74053682
pA5ISzHH,-0.042451505,0.209203298,0.179002756,0.083226558,0.149451293,0.20404338,0.098440073,0.022642477,0.557803781
pHIS8pPt,-0.005497345,0.190991103,0.082228992,0.034683605,0.080372795,0.114728266,0.142468304,0.180496098,0.552749068
pmYdj2Zc,-0.027401226,0.261930852,0.228898326,0.069066143,0.133760724,0.123521299,0.098923916,0.052299499,0.477571582
pxr3J4Ow,-0.17991516,0.357432838,0.280075182,0.076337922,0.135503583,0.214499442,0.239170421,0.284279551,0.949790919
q8FyLMSn,-0.038411133,0.288633443,0.291272741,0.100794634,0.137641844,0.144188687,0.088618836,0.08396538,0.555209381
qUI9PiJS,-0.126239345,0.270054513,0.137877026,0.05911481,0.105772475,0.149808511,0.225990818,0.27202339,0.812710003
qhvy63Op,-0.039830451,0.26680589,0.239222819,0.088848332,0.145546976,0.1791769,0.095550017,0.036076056,0.545198281
qiIHjZln,0.105433692,0.165848583,0.073644996,0.033270277,0.056689595,0.08483988,0.119228176,0.153808038,0.447835966
qpxWRSOP,-0.110095684,0.248259737,0.203162762,0.102390707,0.130490872,0.109199292,0.164068116,0.138469674,0.644618661
ry6fCSwK,-0.200344415,0.236823804,0.182168546,0.085032366,0.139242147,0.255182905,0.175564774,0.198450939,0.853473131
sUlatygS,0.003991824,0.218370575,0.126933492,0.06492369,0.126106217,0.189187177,0.265136834,0.351555479,0.996909397
scqtqhQi,-0.198137041,0.194253647,0.13085925,0.072594529,0.154494027,0.237849699,0.314327396,0.36772478,1.146990431
t86vURE5,0.002205151,0.244089342,0.185475537,0.074120481,0.127716595,0.199748271,0.258166586,0.261781344,0.921533277
uBFpj4lx,-0.019617438,0.23451412,0.15562916,0.081580282,0.116919007,0.165850184,0.227578148,0.246450605,0.838378227
uQaqBtOs,-0.042806068,0.251557785,0.183638213,0.065212975,0.123561782,0.202201269,0.269385943,0.343843974,1.004205943
uSnrgTDe,-0.02423466,0.30369743,0.246598902,0.0746427,0.128319719,0.154964813,0.156160731,0.09217046,0.606258422
ucT4dryZ,-0.082264371,0.180373839,0.11360586,0.075169339,0.119677081,0.165100182,0.178286164,0.235456812,0.773689578
ufQZNsiU,-0.02182969,0.236859352,0.202259519,0.083051833,0.158692938,0.224175721,0.259014178,0.14028564,0.86522031
ujkGAy6u,-0.025840077,0.217755799,0.193249329,0.098708457,0.148446923,0.168365345,0.165280091,0.045909701,0.626710518
ut7ckdyI,0.001558125,0.170877645,0.074618703,0.055648269,0.111270522,0.173548676,0.251999008,0.31414276,0.906609236
uwtiYEpw,-0.03592384,0.205743386,0.149280903,0.044515743,0.092500943,0.129467097,0.16907633,0.191055237,0.62661535
vLEhUnMj,-0.108582928,0.188214006,0.119053903,0.075649228,0.150154671,0.265131247,0.405465108,0.412385551,1.308785804
vbBOikks,-0.003622478,0.208665725,0.121792769,0.059716573,0.118827926,0.197846675,0.249093439,0.362513721,0.987998333
vxlC5KaR,-0.005142881,0.163937181,0.076589307,0.05323973,0.112164624,0.182549373,0.240322602,0.299344012,0.887620343
w2Q5bJMv,-0.056419595,0.290536622,0.213995711,0.062268523,0.110023023,0.175480447,0.227783931,0.315007998,0.890563922
w2e3O8Lh,0.002121498,0.192065525,0.093580093,0.050099041,0.092204845,0.137804258,0.173831512,0.211309094,0.66524875
wBZ1RW0f,-0.069377657,0.469083362,0.408132772,0.106821413,0.163824555,0.170098463,0.218866123,0.244960816,0.90457137
wQKnlZmx,-0.16504446,0.256395245,0.198940942,0.066448284,0.115466081,0.167771776,0.240455759,0.289177959,0.879319858
we9IrnZq,0.006142091,0.202669246,0.117911685,0.070887649,0.141373203,0.22425528,0.295881895,0.331997956,1.064395983
woyjGsIt,-0.022406877,0.239877799,0.129608126,0.041440291,0.090767425,0.115614173,0.151522112,0.194510738,0.593854739
x6NSfgSJ,-0.057414159,0.198280641,0.140106038,0.069241866,0.131713467,0.215445604,0.241162057,0.27576298,0.933325975
x77WJ10Q,-0.079896408,0.313062767,0.226987073,0.047227146,0.102540345,0.136556077,0.142739768,0.156914581,0.585977917
xEIsrkiR,-0.05873966,0.314661007,0.232707125,0.056051009,0.097672076,0.152501875,0.221964074,0.268827272,0.797016305
xMJoV8Kz,-0.051516525,0.278488203,0.183856948,0.041854279,0.096117635,0.11254056,0.147635999,0.174191431,0.572339904
xWZi5URn,-0.035040627,0.346476638,0.341972801,0.081877791,0.12479691,0.129451016,0.101266891,0.09045711,0.527849717
xgN0wuHW,-0.089206787,0.350911407,0.397526901,0.108781031,0.138332984,0.076961041,0.04020642,0.040821995,0.40510347
y3ET3wKE,-0.0065041,0.182060903,0.127952059,0.06191751,0.105341229,0.164726899,0.254545449,0.323853773,0.910384859
yKdKYz23,-0.025432026,0.269160933,0.213944265,0.062353092,0.11327456,0.168612122,0.221382471,0.234443107,0.80006535
yMjX098h,-0.048364919,0.228051245,0.147770855,0.07642192,0.141914956,0.220765429,0.287682072,0.339769849,1.066554226
yQpqLCPL,0.004428222,0.228713001,0.129537165,0.065843639,0.125644482,0.211089627,0.262523513,0.318934616,0.984035877
ySEYmd1c,-0.088821523,0.22653163,0.152373127,0.05326164,0.108046643,0.179201429,0.24582026,0.323787077,0.910117049
yXxNEYJT,-0.012811326,0.230242759,0.159688071,0.050142378,0.109213453,0.144258552,0.174707307,0.170835429,0.649157118
yZHRUMz7,-0.030576024,0.320933535,0.211549464,0.058626825,0.112972061,0.19640399,0.277354958,0.334578297,0.979936131
ybGzWMPA,-0.002300135,0.270299079,0.177795291,0.059635626,0.111122532,0.162093106,0.168689408,0.122185684,0.623726356
yzutrWiF,-0.054434147,0.250529665,0.182353603,0.050749142,0.09224501,0.142900733,0.185775792,0.238690275,0.710360951
z8FFpnMp,-0.010404666,0.227884753,0.155079401,0.07175806,0.141195681,0.225719364,0.295321529,0.333855576,1.067850209
zGObVmrM,0.01439311,0.301714386,0.267500011,0.065909742,0.12159429,0.173702769,0.237920563,0.272088814,0.871216178
zIDgWdoU,-0.084796939,0.26332425,0.219571539,0.084635306,0.138325707,0.189201191,0.186775907,0.213964497,0.812902607
zSWVNAon,-0.001738274,0.172648176,0.093928828,0.067796064,0.117700748,0.177548278,0.220356371,0.242513104,0.825914565
zbI7ifl8,-0.22280388,0.221929569,0.149185139,0.046154751,0.101751527,0.132463691,0.167119773,0.180157834,0.627647575
zgGJNHuU,-0.052934572,0.218504821,0.131046999,0.048782291,0.075646625,0.106888078,0.149001006,0.188231534,0.568549534
zkO4XPXQ,0.001579743,0.206787995,0.150527487,0.066705584,0.116931899,0.180074365,0.231695833,0.333542547,0.928950228
ztKJoXiw,0.014829896,0.083129142,0.047273398,0.011353363,0.02285882,0.035208397,0.048410364,0.062073779,0.179904724
zvYmZ0SS,-0.143368138,0.301277817,0.229788094,0.104453369,0.202722421,0.231801614,0.185964548,0.189242,0.914183952
